url_length,hostname_length,path_length,query_length,digit_count,letter_count,special_character_count,dot_count,slash_count,hyphen_count,underscore_count,question_count,equal_count,ampersand_count,percent_count,subdomain_count,has_https,has_http,has_at_symbol,has_ip_address,has_query,has_fragment,has_percent_encoding,has_suspicious_double_slash,url_entropy,label
36,28,0,0,0,29,7,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.273684376262023,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.056564762130955,1
23,15,0,0,0,17,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.849223912390625,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8248629576173556,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8936606896881854,1
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.202819531114783,1
36,29,0,0,0,28,8,4,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3.9959065984842446,0
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.788754913993502,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6012274809529554,1
29,22,0,0,0,23,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.21126073643228,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9701755214643453,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.499227541723357,1
40,31,1,0,0,32,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.037326145256008,0
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6424896731661263,0
39,30,1,0,0,33,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.884653744936846,0
27,19,0,0,0,21,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.856196298219381,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.137537511266052,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0472990984266435,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.031401845392171,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.637537511266052,1
24,17,0,0,0,19,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.636842188131012,0
33,24,1,0,6,20,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.3319766949849114,0
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7544418457133446,0
38,31,0,0,0,32,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.198603750787607,0
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.663532754804254,1
42,33,1,0,15,21,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.318045625665338,0
34,25,1,0,6,21,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.289832974227876,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.863465189601646,1
35,26,1,0,2,26,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.185867302411997,0
25,18,0,0,0,20,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7532696895151076,0
22,15,0,0,0,16,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.754441845713344,0
25,18,0,0,0,20,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.673269689515108,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.099360305472399,1
26,19,0,0,0,19,7,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7483286603655737,0
31,22,1,0,2,23,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.92599298842148,0
33,26,0,0,0,26,7,4,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3.7865221495303643,0
26,17,1,0,0,20,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.796217602590056,0
28,21,0,0,0,22,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.110577243331642,0
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.231401845392171,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.636842188131012,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.12323142879762,1
42,33,1,0,0,34,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.368042422572716,0
37,28,1,0,0,31,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.121219243831913,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.930270372293455,1
27,20,0,0,0,23,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7043494289560512,0
27,19,0,0,0,21,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.032303242743954,1
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9764097655573916,1
31,24,0,0,0,24,7,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9134007456613773,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.116264615668023,1
20,12,0,0,2,13,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6841837197791887,1
40,32,0,0,0,34,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.258694969562842,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5739348962840563,1
51,44,0,0,14,31,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.537635087443512,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.723074189428569,1
38,29,1,0,3,29,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.221097250057957,0
27,20,0,0,7,14,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.8561962982193805,0
28,21,0,0,0,23,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.610577243331642,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7714370294611266,1
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9917292966721747,1
28,21,0,0,4,18,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.797902689682947,0
19,12,0,0,4,10,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6818808028034016,0
23,15,0,0,0,17,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.6424896731661263,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.689703732199547,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.056020968057881,1
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7622673906514947,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.032303242743954,1
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6424896731661263,1
25,18,0,0,0,19,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9434651896016457,0
41,33,0,0,0,35,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.973916493564412,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.85619629821938,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.952302977662386,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.047160074632759,1
21,14,0,0,6,10,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.784941827437642,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.978333581185264,1
66,15,43,0,0,53,13,2,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.303927976884563,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9701755214643453,1
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.140319531114783,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.689703732199547,1
33,25,0,0,0,27,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.907734270742486,1
37,28,1,0,0,31,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.884600662692359,0
22,14,0,0,0,16,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.663532754804254,1
92,35,50,0,24,56,12,3,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4.934669939701303,0
25,17,0,0,0,19,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.893660689688185,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.039148671903071,1
27,20,0,0,0,22,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.810081020521731,0
27,19,0,0,0,21,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.004344446367529,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.964735178725505,1
34,26,0,0,0,28,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.035273502696889,1
35,26,1,0,2,26,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.047160074632759,0
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.827819531114783,1
26,19,0,0,0,20,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.026986833359286,0
26,19,0,0,0,20,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.8441065448145375,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.1162646156680225,1
39,10,21,0,4,28,7,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.387465039153175,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7532696895151076,1
59,42,9,0,7,43,9,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.493688186614818,0
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.697845823084412,0
30,22,0,0,0,24,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8980685120588388,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7784235030301256,1
38,29,1,0,0,31,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.073475132309619,0
42,34,0,0,0,35,7,4,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3.978410804082233,1
18,10,0,0,0,13,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5724312513221195,1
94,49,37,0,24,50,20,7,7,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4.589217539921993,0
35,23,5,0,0,29,6,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.171860873964196,0
33,25,0,0,0,28,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.957294029027326,1
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6753108689123644,0
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6537567082870006,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.091135423220312,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0667842134731025,1
36,28,0,0,0,31,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9585460993746224,1
25,18,0,0,0,19,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.893660689688185,0
52,21,24,0,4,36,12,4,5,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,4.23238786376345,0
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7534343861887858,1
30,19,3,0,0,24,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8477426785812736,0
18,10,0,0,0,13,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.350209029099897,1
26,19,0,0,0,21,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6423714487439023,0
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8248629576173565,1
19,11,0,0,0,14,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4316235658474303,1
25,17,0,0,1,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.023465189601645,1
16,9,0,0,0,11,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.327819531114783,0
45,36,1,0,5,31,9,3,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.652421151644845,0
19,11,0,0,0,14,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.300559092390954,1
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.732158891364569,1
32,23,1,0,6,18,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.015319531114783,0
29,22,0,0,0,23,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.8312762533752505,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.763965742824081,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8833374604210067,1
30,23,0,0,0,25,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9647351787255047,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8035088547976788,1
34,15,12,0,2,24,8,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.785561002824151,0
24,16,0,0,0,18,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.772055208874201,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7803946541231945,1
87,30,50,0,23,53,11,3,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4.839230352484685,0
30,23,0,0,0,25,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9898980954642873,0
44,18,19,0,2,35,7,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.106936732175321,0
33,26,0,0,0,27,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.98319563424773,0
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7979026896829464,1
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.795088586397733,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9077148025974378,1
48,41,0,0,18,25,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.3553885422075345,0
31,24,0,0,0,26,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.8488846166291193,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.834962500721156,1
22,14,0,0,0,16,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5726236638951634,1
28,21,0,0,0,23,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9677201004744997,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8488846166291193,1
91,7,76,0,11,72,8,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.810875514650219,0
33,26,0,0,0,28,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.066677073707229,0
27,18,1,0,1,20,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7262046313924566,0
50,36,7,0,0,39,11,5,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3.91095213149284,0
21,14,0,0,0,16,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6537567082870006,0
38,23,7,0,0,32,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.060574474528749,0
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.708132064658602,0
28,21,0,0,0,23,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7979026896829473,0
55,46,1,0,4,43,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.359890450481312,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7541634277688813,1
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.522711955680758,0
20,13,0,0,0,15,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6841837197791887,0
49,40,1,0,2,38,9,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.237486508291452,0
48,11,29,0,7,33,8,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.282268229617388,0
29,22,0,0,0,23,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.8404025467025056,0
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.772055208874201,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5804621997271013,1
36,28,0,0,0,31,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7663326399706225,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8332696895151073,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.1162646156680225,1
51,44,0,0,1,40,10,4,2,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4.105948569188541,0
39,31,0,0,0,33,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.04106055186274,0
32,25,0,0,1,25,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9650182662886326,0
16,9,0,0,0,11,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0306390622295662,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.884155094595805,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.873140679513132,1
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6978458230844122,1
30,23,0,0,0,24,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.031401845392171,0
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.890319531114783,1
32,24,0,0,0,26,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.730337797403416,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.021268494903765,1
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.51602764126623,1
31,23,0,0,0,25,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.106949132758152,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8404025467025056,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7534343861887853,1
25,17,0,0,3,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.103465189601645,1
51,42,1,0,8,35,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.459203714894492,0
46,39,0,0,4,36,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.588354347173232,0
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6753108689123644,1
40,32,0,0,0,35,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.093942707918268,1
48,19,22,0,0,37,11,4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.829115106190033,0
26,19,0,0,0,20,6,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.132944044980958,0
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9705730958116834,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.195816471537619,1
50,41,1,0,4,37,9,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.338171939471838,0
68,24,36,0,10,49,9,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.679395106517186,0
38,21,10,0,0,31,7,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.02780835616463,0
34,26,0,0,0,27,7,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.984234164652489,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7395722619867224,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7709424217485368,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.446439344671015,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.930270372293455,1
48,39,1,0,4,35,9,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.480388542207535,0
29,22,0,0,0,23,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9523029776623857,0
22,14,0,0,0,16,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.572623663895164,1
22,15,0,0,0,16,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.51602764126623,0
26,18,0,0,0,20,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9500637564362093,1
30,22,0,0,0,24,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.856564762130954,1
240,14,17,200,40,191,9,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5.125697008527949,0
30,23,0,0,0,24,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.0980685120588385,0
27,19,0,0,0,21,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.680089353694807,1
57,50,0,0,8,40,9,3,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.595533434989639,0
24,17,0,0,0,19,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7720552088742005,0
34,25,1,0,0,28,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.010133709394731,0
74,28,38,0,2,59,13,3,8,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.413939562377354,0
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8980685120588388,1
25,18,0,0,0,20,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9736606896881845,0
33,25,0,0,0,28,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.907734270742486,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0022680844408445,1
64,31,25,0,1,53,10,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.218139062229567,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.978333581185264,1
27,19,0,0,0,21,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.958229168669879,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8634651896016465,1
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7950885863977324,0
40,33,0,0,9,26,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.334183719779189,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.1313003425053605,1
23,15,0,0,0,17,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.708132064658602,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7709424217485368,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.023465189601645,1
29,21,0,0,0,23,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.21126073643228,1
32,23,1,0,0,27,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.054229296672174,0
25,17,0,0,0,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.783465189601647,1
25,18,0,0,0,20,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9736606896881845,0
36,27,1,0,0,28,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.752715278979704,0
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9790978911348045,1
22,14,0,0,0,16,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.538310595615006,1
25,17,0,0,0,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.863465189601646,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.886842188131012,1
37,28,1,0,6,24,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.208924987016684,0
27,19,0,0,0,21,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.180451390892102,1
473,13,21,431,98,314,61,13,5,6,1,1,10,9,15,2,0,1,0,1,1,0,1,0,5.257797452769586,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6619328723735824,1
